expediente|cod_plan|des_plan|anio_apertura_expediente|abandona|convocatoria_acceso|des_acceso|nota_admision_def|sexo|lugar_origen|anio_nacimiento_interval
368|1626|GRADO EN EDIFICACIÓN|2010-11|1|SEP|Selectividad|6.502|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
369|1626|GRADO EN EDIFICACIÓN|2010-11|0|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
370|1626|GRADO EN EDIFICACIÓN|2010-11|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
371|1626|GRADO EN EDIFICACIÓN|2010-11|1|SEP|Selectividad|6.502|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
384|1626|GRADO EN EDIFICACIÓN|2009-10|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
389|1626|GRADO EN EDIFICACIÓN|2009-10|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
390|1626|GRADO EN EDIFICACIÓN|2009-10|0|JUN|Selectividad|6.502|H|OTRA_COMUNIDAD|(1975.0, 1980.0]
392|1626|GRADO EN EDIFICACIÓN|2009-10|1|JUN|Selectividad|5.9|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
393|1626|GRADO EN EDIFICACIÓN|2009-10|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
394|1626|GRADO EN EDIFICACIÓN|2010-11|1|SEP|Selectividad|6.502|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
395|1626|GRADO EN EDIFICACIÓN|2010-11|0|SEP|Selectividad|6.502|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
396|1626|GRADO EN EDIFICACIÓN|2010-11|1|SEP|Selectividad|6.502|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
397|1626|GRADO EN EDIFICACIÓN|2009-10|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1975.0, 1980.0]
859|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
860|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
861|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|D|OTRA_COMUNIDAD|(1985.0, 1990.0]
862|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
866|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
867|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
869|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
871|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
872|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
878|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|5.318|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
880|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
882|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
883|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
884|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
885|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
886|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
887|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|7.472|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
888|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
889|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
891|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
892|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
894|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
896|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
898|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
902|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
903|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
904|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
905|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
906|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
909|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
912|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|8.086|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
913|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
914|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
915|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
916|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
917|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
918|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
919|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
920|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
921|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
924|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.75|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
926|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
927|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Formación Profesional|6.502|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
928|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.1|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
931|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
933|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
934|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
938|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
939|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
941|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
942|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
943|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
944|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.478|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
945|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
946|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
947|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
948|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.06|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
949|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
951|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|5.9|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
952|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
953|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
955|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
956|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|5.46|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
957|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
958|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
959|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
960|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|7.954|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
961|1626|GRADO EN EDIFICACIÓN|2011-12|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
962|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|D|OTRA_COMUNIDAD|(1980.0, 1985.0]
963|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
964|1626|GRADO EN EDIFICACIÓN|2011-12|0|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
965|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
979|1626|GRADO EN EDIFICACIÓN|2010-11|0|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
980|1626|GRADO EN EDIFICACIÓN|2011-12|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
983|1626|GRADO EN EDIFICACIÓN|2011-12|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
985|1626|GRADO EN EDIFICACIÓN|2010-11|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
991|1626|GRADO EN EDIFICACIÓN|2010-11|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
995|1626|GRADO EN EDIFICACIÓN|2010-11|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1975.0, 1980.0]
999|1626|GRADO EN EDIFICACIÓN|2010-11|0|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1002|1626|GRADO EN EDIFICACIÓN|2010-11|1|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
1003|1626|GRADO EN EDIFICACIÓN|2010-11|1|SEP|Selectividad|6.502|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
1189|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|9.596|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1200|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|7.3|H|OTRA_COMUNIDAD|(1985.0, 1990.0]
1202|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|8.628|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1203|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|10.64|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1204|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|7.678|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1207|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|5.792|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1209|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|7.106|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1211|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|8.064|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1212|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|6.144|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1213|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|8.922|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1214|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|5.75|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1215|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|7.25|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1217|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|6.3|D|OTRO_MUNICIPIO|(1975.0, 1980.0]
1219|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|5.5|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
1220|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|6.914|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
1221|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|7.25|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1222|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Selectividad|5.682|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1227|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Selectividad|6.9|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
1228|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Selectividad|5.642|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1238|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|8.46|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
1248|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Formación Profesional|5.18|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1251|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Selectividad|5.564|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1255|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|9.524|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1260|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|6.38|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
1262|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|7.29|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1269|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|6.504|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1273|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Formación Profesional|5.5|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1280|1626|GRADO EN EDIFICACIÓN|2012-13|0|JUN|Selectividad|5.671|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
1282|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|7.086|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
1283|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|7.242|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1286|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|6.778|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
1288|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|5.118|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1289|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|7.124|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1290|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|6.228|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1292|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|6.464|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
1294|1626|GRADO EN EDIFICACIÓN|2012-13|1|ENE|Formación Profesional|5.5|D|MISMO_MUNICIPIO|(1985.0, 1990.0]
1295|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Formación Profesional|6.42|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1300|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|8.6|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1301|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|8.348|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1302|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|8.268|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1303|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Selectividad|6.124|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1304|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|9.986|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1305|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|6.3|D|OTRA_COMUNIDAD|(1985.0, 1990.0]
1307|1626|GRADO EN EDIFICACIÓN|2012-13|0|SEP|Selectividad|6.076|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1308|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|5.36|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1310|1626|GRADO EN EDIFICACIÓN|2012-13|1|SEP|Selectividad|5.092|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1311|1626|GRADO EN EDIFICACIÓN|2012-13|1|JUN|Formación Profesional|6.502|H|MISMO_MUNICIPIO|(1980.0, 1985.0]
1322|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|5.8|D|MISMO_MUNICIPIO|(1990.0, 1995.0]
1329|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Selectividad|6.204|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1331|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|5.724|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1342|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|5.976|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1346|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|8.546|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1350|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|5.34|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1353|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|6.926|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1357|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|6.55|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1361|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Selectividad|6.808|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1362|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Formación Profesional|7.0|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1365|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Formación Profesional|7.77|H|MISMO_MUNICIPIO|(1985.0, 1990.0]
1366|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Selectividad|9.032|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1369|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|5.73|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1373|1626|GRADO EN EDIFICACIÓN|2013-14|0|SEP|Selectividad|5.421|D|OTRA_COMUNIDAD|(1990.0, 1995.0]
1376|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Formación Profesional|6.23|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
1379|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Formación Profesional|5.13|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1381|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Selectividad|5.468|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1382|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Formación Profesional|6.5|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1383|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Formación Profesional|6.54|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1384|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Formación Profesional|7.77|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1385|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Formación Profesional|6.54|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1386|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|7.782|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1388|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Traslado de Expediente (Estudios Españoles)|6.502|D|OTRO_MUNICIPIO|(1985.0, 1990.0]
1390|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Formación Profesional|6.502|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
1391|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Selectividad|6.502|H|OTRO_MUNICIPIO|(1975.0, 1980.0]
1392|1626|GRADO EN EDIFICACIÓN|2013-14|1|SEP|Selectividad|6.502|H|OTRO_MUNICIPIO|(1980.0, 1985.0]
1421|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Selectividad|8.148|H|MISMO_MUNICIPIO|(1990.0, 1995.0]
1429|1626|GRADO EN EDIFICACIÓN|2013-14|1|JUN|Selectividad|5.382|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1432|1626|GRADO EN EDIFICACIÓN|2013-14|1|SEP|Selectividad|6.86|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1438|1626|GRADO EN EDIFICACIÓN|2013-14|0|JUN|Formación Profesional|6.15|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1441|1626|GRADO EN EDIFICACIÓN|2013-14|1|SEP|Selectividad|6.583|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1485|1626|GRADO EN EDIFICACIÓN|2014-15|1|SEP|Formación Profesional|5.77|H|OTRA_COMUNIDAD|(1990.0, 1995.0]
1493|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Formación Profesional|6.82|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1494|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Selectividad|10.072|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1496|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|6.96|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1507|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Formación Profesional|5.85|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1509|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Selectividad|6.578|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1511|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|8.458|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1512|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|9.522|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
1516|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Formación Profesional|6.23|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1519|1626|GRADO EN EDIFICACIÓN|2014-15|1|SEP|Selectividad|5.526|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1531|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Selectividad|6.444|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1532|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|7.072|D|OTRO_MUNICIPIO|(1995.0, 2000.0]
1535|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|8.574|H|MISMO_MUNICIPIO|(1995.0, 2000.0]
1547|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|6.008|H|OTRO_MUNICIPIO|(1995.0, 2000.0]
1555|1626|GRADO EN EDIFICACIÓN|2014-15|0|JUN|Selectividad|6.611|D|OTRO_MUNICIPIO|(1990.0, 1995.0]
1559|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Formación Profesional|6.46|H|OTRO_MUNICIPIO|(1985.0, 1990.0]
1560|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Formación Profesional|6.46|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
1564|1626|GRADO EN EDIFICACIÓN|2014-15|1|JUN|Formación Profesional|5.38|H|OTRO_MUNICIPIO|(1990.0, 1995.0]
